378	5.35E+13
378.5	5.16E+13
379	4.98E+13
379.5	4.80E+13
380	4.63E+13
380.5	4.45E+13
381	4.29E+13
381.5	4.13E+13
382	3.99E+13
382.5	3.86E+13
383	3.73E+13
383.5	3.58E+13
384	3.44E+13
384.5	3.30E+13
385	3.18E+13
385.5	3.06E+13
386	2.95E+13
386.5	2.83E+13
387	2.72E+13
387.5	2.62E+13
388	2.52E+13
388.5	2.43E+13
389	2.34E+13
389.5	2.25E+13
390	2.17E+13
390.5	2.08E+13
391	2.01E+13
391.5	1.93E+13
392	1.85E+13
392.5	1.78E+13
393	1.71E+13
393.5	1.64E+13
394	1.57E+13
394.5	1.51E+13
395	1.45E+13
395.5	1.40E+13
396	1.35E+13
396.5	1.29E+13
397	1.24E+13
397.5	1.20E+13
398	1.17E+13
398.5	1.13E+13
399	1.10E+13
399.5	1.06E+13
400	1.03E+13
400.5	1.01E+13
401	9.84E+12
401.5	9.78E+12
402	1.04E+13
402.5	1.30E+13
403	1.91E+13
403.5	2.70E+13
404	3.41E+13
404.5	3.84E+13
405	4.00E+13
405.5	3.88E+13
406	3.46E+13
406.5	2.73E+13
407	1.95E+13
407.5	1.35E+13
408	1.04E+13
408.5	8.88E+12
409	7.98E+12
409.5	7.12E+12
410	6.26E+12
410.5	5.59E+12
411	5.13E+12
411.5	4.81E+12
412	4.53E+12
412.5	4.28E+12
413	4.08E+12
413.5	3.88E+12
414	3.71E+12
414.5	3.56E+12
415	3.45E+12
415.5	3.35E+12
416	3.26E+12
416.5	3.20E+12
417	3.13E+12
417.5	3.05E+12
418	2.99E+12
418.5	2.93E+12
419	2.88E+12
419.5	2.83E+12
420	2.77E+12
420.5	2.73E+12
421	2.70E+12
421.5	2.65E+12
422	2.62E+12
422.5	2.63E+12
423	2.68E+12
423.5	2.78E+12
424	2.85E+12
424.5	2.90E+12
425	2.99E+12
425.5	3.07E+12
426	3.14E+12
426.5	3.21E+12
427	3.30E+12
427.5	3.44E+12
428	3.66E+12
428.5	3.89E+12
429	4.14E+12
429.5	4.43E+12
430	4.78E+12
430.5	5.21E+12
431	5.67E+12
431.5	6.23E+12
432	6.98E+12
432.5	8.16E+12
433	1.17E+13
433.5	2.15E+13
434	4.38E+13
434.5	7.61E+13
435	1.09E+14
435.5	1.33E+14
436	1.46E+14
436.5	1.43E+14
437	1.28E+14
437.5	9.95E+13
438	6.61E+13
438.5	3.79E+13
439	1.98E+13
439.5	1.10E+13
440	8.31E+12
440.5	7.06E+12
441	6.32E+12
441.5	5.77E+12
442	5.35E+12
442.5	5.02E+12
443	4.74E+12
443.5	4.52E+12
444	4.31E+12
444.5	4.13E+12
445	3.99E+12
445.5	3.86E+12
446	3.78E+12
446.5	3.69E+12
447	3.61E+12
447.5	3.54794E+12
448	3.47979E+12
448.5	3.42952E+12
449	3.3972E+12
449.5	3.37385E+12
450	3.35949E+12
450.5	3.32696E+12
451	3.31251E+12
451.5	3.29801E+12
452	3.30166E+12
452.5	3.30531E+12
453	3.29985E+12
453.5	3.31262E+12
454	3.3254E+12
454.5	3.36565E+12
455	3.39682E+12
455.5	3.40055E+12
456	3.39511E+12
456.5	3.40802E+12
457	3.40256E+12
457.5	3.36945E+12
458	3.32706E+12
458.5	3.33069E+12
459	3.3805E+12
459.5	3.41192E+12
460	3.43415E+12
460.5	3.49348E+12
461	3.56221E+12
461.5	3.59393E+12
462	3.58853E+12
462.5	3.59241E+12
463	3.60561E+12
463.5	3.61883E+12
464	3.63208E+12
464.5	3.66403E+12
465	3.69605E+12
465.5	3.74686E+12
466	3.78839E+12
466.5	3.80184E+12
467	3.80592E+12
467.5	3.8194E+12
468	3.87057E+12
468.5	3.91242E+12
469	3.9449E+12
469.5	3.968E+12
470	3.98169E+12
470.5	4.00486E+12
471	4.03755E+12
471.5	4.0703E+12
472	4.11261E+12
472.5	4.155E+12
473	4.17843E+12
473.5	4.2019E+12
474	4.22542E+12
474.5	4.25852E+12
475	4.27256E+12
475.5	4.28663E+12
476	4.30071E+12
476.5	4.31482E+12
477	4.31935E+12
477.5	4.31427E+12
478	4.3284E+12
478.5	4.34256E+12
479	4.35674E+12
479.5	4.38058E+12
480	4.40447E+12
480.5	4.43806E+12
481	4.47172E+12
481.5	4.48605E+12
482	4.52951E+12
482.5	4.57305E+12
483	4.60694E+12
483.5	4.62144E+12
484	4.63596E+12
484.5	4.6505E+12
485	4.64554E+12
485.5	4.65033E+12
486	4.6649E+12
486.5	4.67948E+12
487	4.67449E+12
487.5	4.67929E+12
488	4.69391E+12
488.5	4.67906E+12
489	4.71337E+12
489.5	4.83639E+12
490	5.03854E+12
490.5	5.25095E+12
491	5.41439E+12
491.5	5.5188E+12
492	5.52442E+12
492.5	5.44084E+12
493	5.28763E+12
493.5	5.09439E+12
494	4.9405E+12
494.5	4.85594E+12
495	4.82101E+12
495.5	4.80594E+12
496	4.78084E+12
496.5	4.76568E+12
497	4.73048E+12
497.5	4.7052E+12
498	4.70993E+12
498.5	4.71466E+12
499	4.70935E+12
499.5	4.72412E+12
500	4.73891E+12
500.5	4.73357E+12
501	4.72822E+12
501.5	4.71276E+12
502	4.70735E+12
502.5	4.70193E+12
503	4.67625E+12
503.5	4.67076E+12
504	4.66526E+12
504.5	4.65973E+12
505	4.63387E+12
505.5	4.60794E+12
506	4.57177E+12
506.5	4.53552E+12
507	4.51959E+12
507.5	4.50362E+12
508	4.51828E+12
508.5	4.5125E+12
509	4.51693E+12
509.5	4.51112E+12
510	4.51554E+12
510.5	4.49943E+12
511	4.4627E+12
511.5	4.43619E+12
512	4.40962E+12
512.5	4.38299E+12
513	4.35629E+12
513.5	4.33987E+12
514	4.33376E+12
514.5	4.32762E+12
515	4.3111E+12
515.5	4.31528E+12
516	4.30909E+12
516.5	4.29247E+12
517	4.29663E+12
517.5	4.27996E+12
518	4.27367E+12
518.5	4.25693E+12
519	4.24014E+12
519.5	4.21287E+12
520	4.18553E+12
520.5	4.16861E+12
521	4.16213E+12
521.5	4.14514E+12
522	4.1281E+12
522.5	4.12154E+12
523	4.10444E+12
523.5	4.09783E+12
524	4.0912E+12
524.5	4.0951E+12
525	4.10957E+12
525.5	4.12406E+12
526	4.10681E+12
526.5	4.08953E+12
527	4.0722E+12
527.5	4.05483E+12
528	4.03743E+12
528.5	4.01998E+12
529	4.01314E+12
529.5	4.00628E+12
530	4.01006E+12
530.5	3.99249E+12
531	3.99626E+12
531.5	4.00002E+12
532	4.01449E+12
532.5	4.01826E+12
533	4.03276E+12
533.5	4.06875E+12
534	4.09405E+12
534.5	4.13015E+12
535	4.15555E+12
535.5	4.19176E+12
536	4.22803E+12
536.5	4.26436E+12
537	4.30075E+12
537.5	4.35884E+12
538	4.42785E+12
538.5	4.52949E+12
539	4.6747E+12
539.5	4.82016E+12
540	4.97676E+12
540.5	5.15539E+12
541	5.35611E+12
541.5	5.60078E+12
542	5.88953E+12
542.5	6.41896E+12
543	8.41352E+12
543.5	1.6077E+13
544	3.14172E+13
544.5	5.41268E+13
545	7.7207E+13
545.5	9.79145E+13
546	1.09431E+14
546.5	1.06782E+14
547	9.13593E+13
547.5	6.86372E+13
548	4.54323E+13
548.5	2.46132E+13
549	1.20417E+13
549.5	6.94408E+12
550	5.77724E+12
550.5	5.19538E+12
551	4.86747E+12
551.5	4.61664E+12
552	4.39867E+12
552.5	4.21365E+12
553	4.03942E+12
553.5	3.90942E+12
554	3.79032E+12
554.5	3.69332E+12
555	3.6073E+12
555.5	3.53231E+12
556	3.46836E+12
556.5	3.37069E+12
557	3.28405E+12
557.5	3.18603E+12
558	3.09906E+12
558.5	3.03441E+12
559	2.96963E+12
559.5	2.916E+12
560	2.8848E+12
560.5	2.87609E+12
561	2.85608E+12
561.5	2.82473E+12
562	2.80463E+12
562.5	2.77317E+12
563	2.70766E+12
563.5	2.64203E+12
564	2.58762E+12
564.5	2.52176E+12
565	2.47852E+12
565.5	2.44657E+12
566	2.44874E+12
566.5	2.4395E+12
567	2.45306E+12
567.5	2.46665E+12
568	2.46882E+12
568.5	2.44811E+12
569	2.42737E+12
569.5	2.40658E+12
570	2.40869E+12
570.5	2.43377E+12
571	2.42441E+12
571.5	2.42653E+12
572	2.41714E+12
572.5	2.41926E+12
573	2.45596E+12
573.5	2.53889E+12
574	3.02622E+12
574.5	4.75137E+12
575	8.26139E+12
575.5	1.32019E+13
576	1.81974E+13
576.5	2.20415E+13
577	2.50794E+13
577.5	2.75415E+13
578	2.7798E+13
578.5	2.56102E+13
579	2.20205E+13
579.5	1.86578E+13
580	1.47057E+13
580.5	1.00692E+13
581	5.97426E+12
581.5	3.59232E+12
582	2.63507E+12
582.5	2.30914E+12
583	2.15861E+12
583.5	2.05478E+12
584	1.98603E+12
584.5	1.92893E+12
585	1.87172E+12
585.5	1.81441E+12
586	1.79237E+12
586.5	1.7703E+12
587	1.74818E+12
587.5	1.71421E+12
588	1.71567E+12
588.5	1.69344E+12
589	1.64747E+12
589.5	1.61328E+12
590	1.60278E+12
590.5	1.58037E+12
591	1.54603E+12
591.5	1.51163E+12
592	1.48908E+12
592.5	1.45457E+12
593	1.39614E+12
593.5	1.34954E+12
594	1.33873E+12
594.5	1.32789E+12
595	1.31703E+12
595.5	1.30616E+12
596	1.30725E+12
596.5	1.30835E+12
597	1.28542E+12
597.5	1.27447E+12
598	1.26351E+12
598.5	1.26456E+12
599	1.24151E+12
599.5	1.23049E+12
600	1.21944E+12
600.5	1.20837E+12
601	1.20938E+12
601.5	1.22249E+12
602	1.21139E+12
602.5	1.17966E+12
603	1.14302E+12
603.5	1.08447E+12
604	1.03796E+12
604.5	9.86517E+11
605	9.99507E+11
605.5	1.03445E+12
606	1.03652E+12
606.5	1.06667E+12
607	1.10175E+12
607.5	1.1161E+12
608	1.07298E+12
608.5	1.04692E+12
609	1.04043E+12
609.5	1.00326E+12
610	9.68488E+11
610.5	9.69282E+11
611	1.00204E+12
611.5	1.03732E+12
612	1.04063E+12
612.5	1.03778E+12
613	1.01642E+12
613.5	9.65403E+11
614	8.98235E+11
614.5	8.51978E+11
615	8.05644E+11
615.5	7.8896E+11
616	7.84642E+11
616.5	7.76595E+11
617	7.62326E+11
617.5	7.39335E+11
618	7.27498E+11
618.5	6.8577E+11
619	6.70132E+11
619.5	6.59454E+11
620	6.79948E+11
620.5	6.8549E+11
621	7.12285E+11
621.5	7.54129E+11
622	7.72259E+11
622.5	8.00438E+11
623	8.27407E+11
623.5	8.25562E+11
624	7.94832E+11
624.5	7.81646E+11
625	7.45799E+11
625.5	6.49478E+11
626	5.89532E+11
626.5	5.67311E+11
627	5.31174E+11
627.5	5.08869E+11
628	5.21912E+11
628.5	5.59004E+11
629	5.63246E+11
629.5	5.97895E+11
630	6.08512E+11
630.5	5.84889E+11
631	5.94241E+11
631.5	6.16315E+11
632	6.05357E+11
632.5	5.72744E+11
633	5.68101E+11
633.5	5.82573E+11
634	5.52414E+11
634.5	5.45189E+11
635	5.81397E+11
635.5	6.394E+11
636	6.50142E+11
636.5	6.48091E+11
637	6.21682E+11
637.5	6.08059E+11
638	5.68737E+11
638.5	5.33208E+11
639	5.31053E+11
639.5	5.43051E+11
640	5.02264E+11
640.5	4.62701E+11
641	4.65642E+11
641.5	4.51806E+11
642	4.09526E+11
642.5	3.9433E+11
643	4.16633E+11
643.5	4.40266E+11
644	4.35424E+11
644.5	4.4095E+11
645	4.69846E+11
645.5	5.14374E+11
646	5.66769E+11
646.5	5.78916E+11
647	5.96289E+11
647.5	6.189E+11
648	6.35026E+11
648.5	5.92452E+11
649	5.62872E+11
649.5	5.43701E+11
650	5.07496E+11
650.5	4.79088E+11
651	4.82077E+11
651.5	4.92935E+11
652	4.85441E+11
652.5	5.0157E+11
653	5.25606E+11
653.5	5.62829E+11
654	5.88264E+11
654.5	6.2164E+11
655	6.36613E+11
655.5	6.26547E+11
656	5.80823E+11
656.5	5.66734E+11
657	5.81708E+11
657.5	5.87443E+11
658	6.22316E+11
658.5	6.51941E+11
659	6.47132E+11
659.5	6.13118E+11
660	5.76396E+11
660.5	5.64871E+11
661	5.66628E+11
661.5	6.01666E+11
662	6.00789E+11
662.5	5.93244E+11
663	5.79016E+11
663.5	5.46074E+11
664	4.9972E+11
664.5	4.97422E+11
665	5.03149E+11
665.5	4.82101E+11
666	4.5834E+11
666.5	4.5466E+11
667	4.42922E+11
667.5	3.93556E+11
668	3.70999E+11
668.5	4.35847E+11
669	4.75213E+11
669.5	4.99818E+11
670	5.94567E+11
670.5	6.80012E+11
671	6.8322E+11
671.5	6.86431E+11
672	6.9776E+11
672.5	6.73921E+11
673	6.63588E+11
673.5	6.83055E+11
674	6.72712E+11
674.5	6.73211E+11
675	6.81859E+11
675.5	6.5246E+11
676	6.61105E+11
676.5	6.79291E+11
677	7.0159E+11
677.5	6.95291E+11
678	6.83526E+11
678.5	6.23955E+11
679	5.82059E+11
679.5	5.70181E+11
680	5.66496E+11
680.5	5.73759E+11
681	5.81032E+11
681.5	6.10258E+11
682	6.3678E+11
682.5	6.48234E+11
683	6.62453E+11
683.5	7.38584E+11
684	7.61147E+11
684.5	7.3691E+11
685	7.08502E+11
685.5	7.28331E+11
686	7.34384E+11
686.5	7.11435E+11
687	7.34072E+11
687.5	7.59508E+11
688	7.91903E+11
688.5	8.54823E+11
689	1.1258E+12
689.5	1.45684E+12
690	1.7217E+12
690.5	1.82021E+12
691	1.77982E+12
691.5	1.55847E+12
692	1.23793E+12
692.5	9.7127E+11
693	8.53438E+11
693.5	8.47076E+11
694	9.41254E+11
694.5	1.09007E+12
695	1.34818E+12
695.5	1.62346E+12
696	1.83471E+12
696.5	1.87808E+12
697	1.79527E+12
697.5	1.60006E+12
698	1.31327E+12
698.5	1.03169E+12
699	9.03024E+11
699.5	8.81149E+11
700	8.63467E+11
700.5	8.69722E+11
701	8.64701E+11
701.5	7.79209E+11
702	6.97833E+11
702.5	6.68644E+11
703	6.40827E+11
703.5	6.80921E+11
704	7.91903E+11
704.5	9.31395E+11
705	1.15195E+12
705.5	1.43386E+12
706	1.7048E+12
706.5	1.87661E+12
707	1.93484E+12
707.5	1.79384E+12
708	1.59565E+12
708.5	1.35726E+12
709	1.16704E+12
709.5	9.77981E+11
710	8.32941E+11
710.5	6.93415E+11
711	6.60996E+11
711.5	6.50007E+11
712	6.77686E+11
712.5	7.81391E+11
713	9.15372E+11
713.5	1.00503E+12
714	1.02298E+12
714.5	1.07258E+12
715	1.128E+12
715.5	1.06832E+12
716	1.00999E+12
716.5	9.94839E+11
717	9.72448E+11
717.5	8.99492E+11
718	8.32212E+11
718.5	7.30139E+11
719	6.55412E+11
719.5	5.86372E+11
720	5.01298E+11
720.5	4.94397E+11
721	5.52774E+11
721.5	6.31558E+11
722	7.42413E+11
722.5	8.98491E+11
723	1.01259E+12
723.5	1.05988E+12
724	1.04022E+12
724.5	1.02927E+12
725	1.0008E+12
725.5	9.88356E+11
726	1.10007E+12
726.5	1.25725E+12
727	1.33711E+12
727.5	1.39513E+12
728	1.39462E+12
728.5	1.30762E+12
729	1.17796E+12
729.5	9.99677E+11
730	8.65218E+11
730.5	9.11379E+11
731	9.10532E+11
731.5	8.83187E+11
732	9.1767E+11
732.5	8.79973E+11
733	7.90599E+11
733.5	7.8671E+11
734	8.25648E+11
734.5	8.54293E+11
735	9.79113E+11
735.5	1.09966E+12
736	1.25444E+12
736.5	1.55614E+12
737	2.01694E+12
737.5	2.35964E+12
738	2.62855E+12
738.5	2.70464E+12
739	2.48341E+12
739.5	2.09819E+12
740	1.71245E+12
740.5	1.38131E+12
741	1.14367E+12
741.5	1.02657E+12
742	9.06317E+11
742.5	8.02339E+11
743	6.8028E+11
743.5	5.67032E+11
744	5.71905E+11
744.5	5.76783E+11
745	5.98159E+11
745.5	6.15062E+11
746	6.42495E+11
746.5	6.51939E+11
747	6.91458E+11
747.5	7.86684E+11
748	1.0446E+12
748.5	1.53631E+12
749	2.14022E+12
749.5	2.88066E+12
750	3.71265E+12
750.5	4.21349E+12
751	4.17096E+12
751.5	3.82593E+12
752	3.19292E+12
752.5	2.40764E+12
753	1.75768E+12
753.5	1.30094E+12
754	9.58905E+11
754.5	7.72795E+11
755	6.33535E+11
755.5	5.03211E+11
756	4.35086E+11
756.5	4.04928E+11
757	4.38708E+11
757.5	4.7863E+11
758	5.56736E+11
758.5	7.08208E+11
759	8.17114E+11
759.5	8.05426E+11
760	7.61606E+11
760.5	1.06052E+12
761	1.68448E+12
761.5	2.71225E+12
762	4.18605E+12
762.5	5.7385E+12
763	6.74026E+12
763.5	6.92904E+12
764	6.14951E+12
764.5	4.72284E+12
765	3.09417E+12
765.5	1.69444E+12
766	7.24459E+11
766.5	4.11823E+11
767	2.94792E+11
767.5	2.73363E+11
768	3.16813E+11
768.5	4.19083E+11
769	5.33867E+11
769.5	8.29967E+11
770	1.18998E+12
770.5	1.61248E+12
771	2.17205E+12
771.5	2.53053E+12
772	2.74965E+12
772.5	2.75143E+12
773	2.44212E+12
773.5	1.8211E+12
774	1.13542E+12
774.5	6.00025E+11
775	4.17949E+11
775.5	3.13664E+11
776	2.45159E+11
776.5	2.10942E+11
777	1.27897E+11
777.5	62268839924
778	42426401046
778.5	51853003320
779	72578126572
779.5	1.5121E+11
780	2.85663E+11
780.5	3.7851E+11
781	3.33176E+11
781.5	2.73631E+11
782	2.95837E+11
782.5	2.89727E+11
783	2.28464E+11
783.5	2.15997E+11
784	2.38221E+11
784.5	1.75228E+11
785	1.42957E+11
785.5	1.83354E+11
786	1.18624E+11
786.5	87837307576
787	1.22259E+11
787.5	1.13621E+11
788	1.30501E+11
788.5	1.71361E+11
789	1.68295E+11
789.5	1.17881E+11
790	1.2193E+11
790.5	1.026E+11
791	59689103532
791.5	31854311299
792	1.55547E+11
792.5	4.52903E+11
793	8.09037E+11
793.5	1.35723E+12
794	1.83741E+12
794.5	2.01443E+12
795	2.09568E+12
795.5	1.92092E+12
796	1.47203E+12
796.5	9.82502E+11
797	5.06795E+11
797.5	2.32694E+11
798	1.6058E+11
798.5	2.90831E+11
799	9.48606E+11
799.5	1.73752E+12
800	2.55961E+12
800.5	3.39884E+12
801	3.70721E+12
801.5	3.4676E+12
802	2.92106E+12
802.5	2.05086E+12
803	1.01961E+12
803.5	3.78346E+11
804	1.77966E+11
804.5	93247207969
805	71598752390
805.5	1.00495E+11
806	1.57972E+11
806.5	4.08971E+11
807	7.82723E+11
807.5	1.36005E+12
808	2.4714E+12
808.5	4.08358E+12
809	6.18614E+12
809.5	8.50305E+12
810	1.09532E+13
810.5	1.30476E+13
811	1.39206E+13
811.5	1.37985E+13
812	1.23365E+13
812.5	9.64634E+12
813	6.6748E+12
813.5	3.92877E+12
814	1.81817E+12
814.5	4.4089E+11
815	76424187544
815.5	10912717577
816	3875158467
816.5	0
817	43895562934
817.5	54944159372
818	4724137237
818.5	0
819	3543314217
819.5	30672502264
820	99333937016
820.5	82553576819
821	78143273971
821.5	72900996076
822	16706308482
822.5	0
823	0
823.5	0
824	15602857430
824.5	2.47209E+11
825	4.78117E+11
825.5	5.69769E+11
826	7.08071E+11
826.5	8.04962E+11
827	7.90472E+11
827.5	6.59402E+11
828	5.69828E+11
828.5	4.6514E+11
829	3.06944E+11
829.5	2.8543E+11
830	4.34249E+11
830.5	3.3591E+11
831	2.70896E+11
831.5	1.21475E+11
832	66466244089
832.5	43890733474
833	22293792132
833.5	0
834	0
834.5	0
835	0
835.5	0
836	0
836.5	38041855317
837	4.19384E+11
837.5	1.95493E+11
