270,1.43E-20,
275,1.33E-20,
280,1.23E-20,
285,1.03E-20,
290,8.67E-21,
295,6.67E-21,
300,5.00E-21,
305,3.33E-21,
310,2.33E-21,
315,1.50E-21,
320,9.00E-22,
325,5.00E-22,
330,2.87E-22,
